instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,hum_actual,windspeed_actual,day_temp_actual,day_hum_actual,day_windspeed_actual,day_cnt
7865,2011-11-29,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449,17.380000000000003,77.0,19.0012,18.791653,83.08330000000001,17.292164,2914
7866,2011-11-29,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202,18.320000000000004,73.0,27.999299999999998,18.791653,83.08330000000001,17.292164,2914
7867,2011-11-29,4,0,11,10,0,2,1,3,0.56,0.5303,0.73,0.4179,2,34,36,18.320000000000004,73.0,27.999299999999998,18.791653,83.08330000000001,17.292164,2914
7868,2011-11-29,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11,15.5,88.0,19.999499999999998,18.791653,83.08330000000001,17.292164,2914
7869,2011-11-29,4,0,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,1,17,18,11.739999999999998,82.0,27.999299999999998,18.791653,83.08330000000001,17.292164,2914
7870,2011-11-29,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22,22,11.739999999999998,77.0,19.0012,18.791653,83.08330000000001,17.292164,2914
7871,2011-11-29,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,1,35,36,10.8,94.0,12.998000000000001,18.791653,83.08330000000001,17.292164,2914
7872,2011-11-29,4,0,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,5,60,65,10.8,87.0,22.0028,18.791653,83.08330000000001,17.292164,2914
7873,2011-11-29,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151,10.8,87.0,15.001299999999999,18.791653,83.08330000000001,17.292164,2914
7874,2011-11-29,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354,10.8,87.0,19.999499999999998,18.791653,83.08330000000001,17.292164,2914
7875,2011-11-29,4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,11,347,358,10.8,82.0,19.999499999999998,18.791653,83.08330000000001,17.292164,2914
7876,2011-11-29,4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250,10.8,82.0,22.0028,18.791653,83.08330000000001,17.292164,2914
7877,2011-11-29,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,8,176,184,9.86,87.0,16.997899999999998,18.791653,83.08330000000001,17.292164,2914
7878,2011-11-29,4,0,11,21,0,2,1,2,0.38,0.3939,0.87,0.2537,9,116,125,9.86,87.0,16.997899999999998,18.791653,83.08330000000001,17.292164,2914
7879,2011-11-29,4,0,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95,9.86,82.0,19.999499999999998,18.791653,83.08330000000001,17.292164,2914
7880,2011-11-29,4,0,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,0,53,53,8.919999999999998,76.0,26.0027,18.791653,83.08330000000001,17.292164,2914
7881,2011-11-30,4,0,11,0,0,3,1,1,0.36,0.3333,0.62,0.4179,1,23,24,8.919999999999998,62.0,27.999299999999998,13.325000000000001,61.3333,18.167586,3613
7882,2011-11-30,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8,7.98,66.0,22.0028,13.325000000000001,61.3333,18.167586,3613
7883,2011-11-30,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5,7.040000000000001,70.0,11.0014,13.325000000000001,61.3333,18.167586,3613
7884,2011-11-30,4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1,7.040000000000001,70.0,11.0014,13.325000000000001,61.3333,18.167586,3613
7885,2011-11-30,4,0,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5,6.1,75.0,15.001299999999999,13.325000000000001,61.3333,18.167586,3613
7886,2011-11-30,4,0,11,5,0,3,1,1,0.28,0.2727,0.81,0.194,1,21,22,5.160000000000002,81.0,12.998000000000001,13.325000000000001,61.3333,18.167586,3613
7887,2011-11-30,4,0,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103,4.220000000000001,87.0,7.0015,13.325000000000001,61.3333,18.167586,3613
7888,2011-11-30,4,0,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285,4.220000000000001,81.0,7.0015,13.325000000000001,61.3333,18.167586,3613
7889,2011-11-30,4,0,11,8,0,3,1,1,0.28,0.2727,0.81,0.194,13,465,478,5.160000000000002,81.0,12.998000000000001,13.325000000000001,61.3333,18.167586,3613
7890,2011-11-30,4,0,11,9,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193,6.1,75.0,19.0012,13.325000000000001,61.3333,18.167586,3613
7891,2011-11-30,4,0,11,10,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110,7.98,66.0,15.001299999999999,13.325000000000001,61.3333,18.167586,3613
7892,2011-11-30,4,0,11,11,0,3,1,1,0.38,0.3939,0.54,0.2985,10,112,122,9.86,54.0,19.999499999999998,13.325000000000001,61.3333,18.167586,3613
7893,2011-11-30,4,0,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160,8.919999999999998,53.0,19.0012,13.325000000000001,61.3333,18.167586,3613
7894,2011-11-30,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147,9.86,43.0,23.9994,13.325000000000001,61.3333,18.167586,3613
7895,2011-11-30,4,0,11,14,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112,9.86,43.0,23.9994,13.325000000000001,61.3333,18.167586,3613
7896,2011-11-30,4,0,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,11,104,115,8.919999999999998,46.0,22.0028,13.325000000000001,61.3333,18.167586,3613
7897,2011-11-30,4,0,11,16,0,3,1,1,0.36,0.3333,0.46,0.2836,27,199,226,8.919999999999998,46.0,19.0012,13.325000000000001,61.3333,18.167586,3613
7898,2011-11-30,4,0,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380,7.98,49.0,22.0028,13.325000000000001,61.3333,18.167586,3613
7899,2011-11-30,4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376,7.98,49.0,22.0028,13.325000000000001,61.3333,18.167586,3613
7900,2011-11-30,4,0,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279,7.040000000000001,56.99999999999999,19.0012,13.325000000000001,61.3333,18.167586,3613
7901,2011-11-30,4,0,11,20,0,3,1,2,0.32,0.303,0.57,0.2836,6,184,190,7.040000000000001,56.99999999999999,19.0012,13.325000000000001,61.3333,18.167586,3613
7902,2011-11-30,4,0,11,21,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,135,7.040000000000001,53.0,26.0027,13.325000000000001,61.3333,18.167586,3613
7903,2011-11-30,4,0,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87,6.1,56.00000000000001,19.999499999999998,13.325000000000001,61.3333,18.167586,3613
7904,2011-11-30,4,0,11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50,5.160000000000002,52.0,19.0012,13.325000000000001,61.3333,18.167586,3613
7905,2011-12-01,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20,5.160000000000002,52.0,22.0028,12.8125,52.4583,14.750586,3727
7906,2011-12-01,4,0,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10,4.220000000000001,60.0,19.0012,12.8125,52.4583,14.750586,3727
7907,2011-12-01,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9,4.220000000000001,56.00000000000001,19.999499999999998,12.8125,52.4583,14.750586,3727
7908,2011-12-01,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7,4.220000000000001,56.00000000000001,16.997899999999998,12.8125,52.4583,14.750586,3727
7909,2011-12-01,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1,4.220000000000001,56.00000000000001,19.0012,12.8125,52.4583,14.750586,3727
7910,2011-12-01,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24,4.220000000000001,56.00000000000001,16.997899999999998,12.8125,52.4583,14.750586,3727
7911,2011-12-01,4,0,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97,3.2799999999999994,65.0,19.0012,12.8125,52.4583,14.750586,3727
7912,2011-12-01,4,0,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276,3.2799999999999994,65.0,23.9994,12.8125,52.4583,14.750586,3727
7913,2011-12-01,4,0,12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477,4.220000000000001,60.0,22.0028,12.8125,52.4583,14.750586,3727
7914,2011-12-01,4,0,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224,6.1,52.0,22.0028,12.8125,52.4583,14.750586,3727
7915,2011-12-01,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93,7.040000000000001,53.0,19.999499999999998,12.8125,52.4583,14.750586,3727
7916,2011-12-01,4,0,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102,7.98,49.0,16.997899999999998,12.8125,52.4583,14.750586,3727
7917,2011-12-01,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,148,8.919999999999998,46.0,15.001299999999999,12.8125,52.4583,14.750586,3727
7918,2011-12-01,4,0,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154,10.8,40.0,15.001299999999999,12.8125,52.4583,14.750586,3727
7919,2011-12-01,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150,10.8,40.0,15.001299999999999,12.8125,52.4583,14.750586,3727
7920,2011-12-01,4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154,10.8,40.0,15.001299999999999,12.8125,52.4583,14.750586,3727
7921,2011-12-01,4,0,12,16,0,4,1,1,0.4,0.4091,0.4,0.194,9,192,201,10.8,40.0,12.998000000000001,12.8125,52.4583,14.750586,3727
7922,2011-12-01,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418,8.919999999999998,46.0,8.9981,12.8125,52.4583,14.750586,3727
7923,2011-12-01,4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405,8.919999999999998,43.0,7.0015,12.8125,52.4583,14.750586,3727
7924,2011-12-01,4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228,7.98,46.0,7.0015,12.8125,52.4583,14.750586,3727
7925,2011-12-01,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190,7.98,46.0,7.0015,12.8125,52.4583,14.750586,3727
7926,2011-12-01,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162,6.1,61.0,7.0015,12.8125,52.4583,14.750586,3727
7927,2011-12-01,4,0,12,22,0,4,1,1,0.3,0.3333,0.61,0.0,5,99,104,6.1,61.0,0.0,12.8125,52.4583,14.750586,3727
7928,2011-12-01,4,0,12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,73,4.220000000000001,70.0,6.0032,12.8125,52.4583,14.750586,3727
7929,2011-12-02,4,0,12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,6,32,38,4.220000000000001,70.0,6.0032,12.880847,62.583299999999994,6.750518,3940
7930,2011-12-02,4,0,12,1,0,5,1,1,0.24,0.2879,0.75,0.0,1,14,15,3.2799999999999994,75.0,0.0,12.880847,62.583299999999994,6.750518,3940
7931,2011-12-02,4,0,12,2,0,5,1,1,0.24,0.2879,0.75,0.0,0,10,10,3.2799999999999994,75.0,0.0,12.880847,62.583299999999994,6.750518,3940
7932,2011-12-02,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,0,1,1,2.34,80.0,0.0,12.880847,62.583299999999994,6.750518,3940
7933,2011-12-02,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,0,3,3,2.34,80.0,0.0,12.880847,62.583299999999994,6.750518,3940
7934,2011-12-02,4,0,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,23,2.34,80.0,6.0032,12.880847,62.583299999999994,6.750518,3940
7935,2011-12-02,4,0,12,6,0,5,1,1,0.22,0.2727,0.8,0.0,3,84,87,2.34,80.0,0.0,12.880847,62.583299999999994,6.750518,3940
7936,2011-12-02,4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205,2.34,87.0,6.0032,12.880847,62.583299999999994,6.750518,3940
7937,2011-12-02,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0.0,13,432,445,3.2799999999999994,87.0,0.0,12.880847,62.583299999999994,6.750518,3940
7938,2011-12-02,4,0,12,9,0,5,1,1,0.28,0.3182,0.81,0.0,12,234,246,5.160000000000002,81.0,0.0,12.880847,62.583299999999994,6.750518,3940
7939,2011-12-02,4,0,12,10,0,5,1,1,0.3,0.2879,0.75,0.2239,16,89,105,6.1,75.0,15.001299999999999,12.880847,62.583299999999994,6.750518,3940
7940,2011-12-02,4,0,12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,160,7.98,66.0,11.0014,12.880847,62.583299999999994,6.750518,3940
7941,2011-12-02,4,0,12,12,0,5,1,1,0.36,0.3485,0.57,0.1343,18,186,204,8.919999999999998,56.99999999999999,8.9981,12.880847,62.583299999999994,6.750518,3940
7942,2011-12-02,4,0,12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,19,188,207,10.8,47.0,8.9981,12.880847,62.583299999999994,6.750518,3940
7943,2011-12-02,4,0,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,170,11.739999999999998,44.0,7.0015,12.880847,62.583299999999994,6.750518,3940
7944,2011-12-02,4,0,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,24,175,199,11.739999999999998,41.0,6.0032,12.880847,62.583299999999994,6.750518,3940
7945,2011-12-02,4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,276,11.739999999999998,41.0,6.0032,12.880847,62.583299999999994,6.750518,3940
7946,2011-12-02,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,411,11.739999999999998,38.0,0.0,12.880847,62.583299999999994,6.750518,3940
7947,2011-12-02,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372,10.8,50.0,0.0,12.880847,62.583299999999994,6.750518,3940
7948,2011-12-02,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252,265,7.98,53.0,16.997899999999998,12.880847,62.583299999999994,6.750518,3940
7949,2011-12-02,4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,12,178,190,9.86,40.0,19.0012,12.880847,62.583299999999994,6.750518,3940
7950,2011-12-02,4,0,12,21,0,5,1,1,0.34,0.3333,0.49,0.194,9,102,111,7.98,49.0,12.998000000000001,12.880847,62.583299999999994,6.750518,3940
7951,2011-12-02,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194,7,95,102,7.040000000000001,53.0,12.998000000000001,12.880847,62.583299999999994,6.750518,3940
7952,2011-12-02,4,0,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,14,81,95,7.040000000000001,53.0,19.0012,12.880847,62.583299999999994,6.750518,3940
7953,2011-12-03,4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,10,65,75,6.1,56.00000000000001,16.997899999999998,12.265847,61.291700000000006,6.4174811,3614
7954,2011-12-03,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,9,62,71,4.220000000000001,65.0,12.998000000000001,12.265847,61.291700000000006,6.4174811,3614
7955,2011-12-03,4,0,12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,9,41,50,4.220000000000001,65.0,11.0014,12.265847,61.291700000000006,6.4174811,3614
7956,2011-12-03,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,5,9,3.2799999999999994,70.0,8.9981,12.265847,61.291700000000006,6.4174811,3614
7957,2011-12-03,4,0,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,1,7,8,2.34,75.0,8.9981,12.265847,61.291700000000006,6.4174811,3614
7958,2011-12-03,4,0,12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,6,6,3.2799999999999994,70.0,6.0032,12.265847,61.291700000000006,6.4174811,3614
7959,2011-12-03,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11,3.2799999999999994,65.0,7.0015,12.265847,61.291700000000006,6.4174811,3614
7960,2011-12-03,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,2,24,26,2.34,75.0,6.0032,12.265847,61.291700000000006,6.4174811,3614
7961,2011-12-03,4,0,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,1,62,63,3.2799999999999994,75.0,6.0032,12.265847,61.291700000000006,6.4174811,3614
7962,2011-12-03,4,0,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,25,99,124,4.220000000000001,70.0,7.0015,12.265847,61.291700000000006,6.4174811,3614
7963,2011-12-03,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,195,7.040000000000001,61.0,8.9981,12.265847,61.291700000000006,6.4174811,3614
7964,2011-12-03,4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,48,227,275,7.040000000000001,56.99999999999999,6.0032,12.265847,61.291700000000006,6.4174811,3614
7965,2011-12-03,4,0,12,12,0,6,0,1,0.36,0.3788,0.5,0.0,78,280,358,8.919999999999998,50.0,0.0,12.265847,61.291700000000006,6.4174811,3614
7966,2011-12-03,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,70,222,292,8.919999999999998,50.0,6.0032,12.265847,61.291700000000006,6.4174811,3614
7967,2011-12-03,4,0,12,14,0,6,0,1,0.36,0.3788,0.46,0.0,92,251,343,8.919999999999998,46.0,0.0,12.265847,61.291700000000006,6.4174811,3614
7968,2011-12-03,4,0,12,15,0,6,0,1,0.38,0.3939,0.46,0.0,100,237,337,9.86,46.0,0.0,12.265847,61.291700000000006,6.4174811,3614
7969,2011-12-03,4,0,12,16,0,6,0,1,0.38,0.3939,0.46,0.0,75,230,305,9.86,46.0,0.0,12.265847,61.291700000000006,6.4174811,3614
7970,2011-12-03,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0.0,46,186,232,8.919999999999998,62.0,0.0,12.265847,61.291700000000006,6.4174811,3614
7971,2011-12-03,4,0,12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,31,193,224,7.98,53.0,8.9981,12.265847,61.291700000000006,6.4174811,3614
7972,2011-12-03,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,175,6.1,61.0,6.0032,12.265847,61.291700000000006,6.4174811,3614
7973,2011-12-03,4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,127,6.1,61.0,6.0032,12.265847,61.291700000000006,6.4174811,3614
7974,2011-12-03,4,0,12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,5,104,109,6.1,61.0,6.0032,12.265847,61.291700000000006,6.4174811,3614
7975,2011-12-03,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,17,97,114,7.040000000000001,61.0,6.0032,12.265847,61.291700000000006,6.4174811,3614
7976,2011-12-03,4,0,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,12,73,85,6.1,70.0,8.9981,12.265847,61.291700000000006,6.4174811,3614
7977,2011-12-04,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83,6.1,70.0,7.0015,13.564153,77.5833,5.6252061,3485
7978,2011-12-04,4,0,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,20,54,74,6.1,75.0,6.0032,13.564153,77.5833,5.6252061,3485
7979,2011-12-04,4,0,12,2,0,0,0,1,0.26,0.303,0.81,0.0,11,51,62,4.220000000000001,81.0,0.0,13.564153,77.5833,5.6252061,3485
7980,2011-12-04,4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0.0,7,34,41,5.160000000000002,75.0,0.0,13.564153,77.5833,5.6252061,3485
7981,2011-12-04,4,0,12,4,0,0,0,1,0.26,0.303,0.87,0.0,2,9,11,4.220000000000001,87.0,0.0,13.564153,77.5833,5.6252061,3485
7982,2011-12-04,4,0,12,5,0,0,0,1,0.26,0.303,0.81,0.0,2,2,4,4.220000000000001,81.0,0.0,13.564153,77.5833,5.6252061,3485
7983,2011-12-04,4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0.0,1,3,4,3.2799999999999994,93.0,0.0,13.564153,77.5833,5.6252061,3485
7984,2011-12-04,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0.0,3,23,26,4.220000000000001,87.0,0.0,13.564153,77.5833,5.6252061,3485
7985,2011-12-04,4,0,12,8,0,0,0,1,0.26,0.303,0.87,0.0,7,48,55,4.220000000000001,87.0,0.0,13.564153,77.5833,5.6252061,3485
7986,2011-12-04,4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0.0,12,114,126,6.1,81.0,0.0,13.564153,77.5833,5.6252061,3485
7987,2011-12-04,4,0,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,216,7.040000000000001,81.0,8.9981,13.564153,77.5833,5.6252061,3485
7988,2011-12-04,4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254,7.98,81.0,11.0014,13.564153,77.5833,5.6252061,3485
7989,2011-12-04,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,329,8.919999999999998,81.0,11.0014,13.564153,77.5833,5.6252061,3485
7990,2011-12-04,4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,88,269,357,10.8,66.0,15.001299999999999,13.564153,77.5833,5.6252061,3485
7991,2011-12-04,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,77,246,323,11.739999999999998,62.0,8.9981,13.564153,77.5833,5.6252061,3485
7992,2011-12-04,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.194,69,227,296,11.739999999999998,62.0,12.998000000000001,13.564153,77.5833,5.6252061,3485
7993,2011-12-04,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,330,11.739999999999998,57.99999999999999,15.001299999999999,13.564153,77.5833,5.6252061,3485
7994,2011-12-04,4,0,12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,38,207,245,9.86,76.0,8.9981,13.564153,77.5833,5.6252061,3485
7995,2011-12-04,4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0.0,10,161,171,9.86,71.0,0.0,13.564153,77.5833,5.6252061,3485
7996,2011-12-04,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0.0,15,158,173,9.86,76.0,0.0,13.564153,77.5833,5.6252061,3485
7997,2011-12-04,4,0,12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,8,116,124,8.919999999999998,76.0,8.9981,13.564153,77.5833,5.6252061,3485
7998,2011-12-04,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,72,8.919999999999998,81.0,7.0015,13.564153,77.5833,5.6252061,3485
7999,2011-12-04,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,5,59,64,7.98,87.0,7.0015,13.564153,77.5833,5.6252061,3485
8000,2011-12-04,4,0,12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,3,42,45,7.98,87.0,7.0015,13.564153,77.5833,5.6252061,3485
8001,2011-12-05,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,3,21,24,7.040000000000001,87.0,6.0032,15.819153,82.70830000000001,4.1679561000000005,3811
8002,2011-12-05,4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0.0,2,10,12,7.040000000000001,87.0,0.0,15.819153,82.70830000000001,4.1679561000000005,3811
8003,2011-12-05,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0.0,0,8,8,7.040000000000001,87.0,0.0,15.819153,82.70830000000001,4.1679561000000005,3811
8004,2011-12-05,4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0.0,0,2,2,7.040000000000001,87.0,0.0,15.819153,82.70830000000001,4.1679561000000005,3811
8005,2011-12-05,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7,6.1,87.0,7.0015,15.819153,82.70830000000001,4.1679561000000005,3811
8006,2011-12-05,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,1,24,25,6.1,87.0,7.0015,15.819153,82.70830000000001,4.1679561000000005,3811
8007,2011-12-05,4,0,12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,1,89,90,6.1,93.0,6.0032,15.819153,82.70830000000001,4.1679561000000005,3811
8008,2011-12-05,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0.0,9,274,283,7.040000000000001,90.0,0.0,15.819153,82.70830000000001,4.1679561000000005,3811
8009,2011-12-05,4,0,12,8,0,1,1,1,0.32,0.3485,0.93,0.0,12,392,404,7.040000000000001,93.0,0.0,15.819153,82.70830000000001,4.1679561000000005,3811
8010,2011-12-05,4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,12,178,190,8.919999999999998,87.0,6.0032,15.819153,82.70830000000001,4.1679561000000005,3811
8011,2011-12-05,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,87,8.919999999999998,87.0,6.0032,15.819153,82.70830000000001,4.1679561000000005,3811
8012,2011-12-05,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123,8.919999999999998,87.0,6.0032,15.819153,82.70830000000001,4.1679561000000005,3811
8013,2011-12-05,4,0,12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,29,125,154,10.8,76.0,7.0015,15.819153,82.70830000000001,4.1679561000000005,3811
8014,2011-12-05,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,171,11.739999999999998,71.0,6.0032,15.819153,82.70830000000001,4.1679561000000005,3811
8015,2011-12-05,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0.0,7,126,133,13.620000000000001,67.0,0.0,15.819153,82.70830000000001,4.1679561000000005,3811
8016,2011-12-05,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,16,132,148,13.620000000000001,72.0,6.0032,15.819153,82.70830000000001,4.1679561000000005,3811
8017,2011-12-05,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10,238,248,15.5,63.0,6.0032,15.819153,82.70830000000001,4.1679561000000005,3811
8018,2011-12-05,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0.0,16,430,446,11.739999999999998,77.0,0.0,15.819153,82.70830000000001,4.1679561000000005,3811
8019,2011-12-05,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0.0,13,386,399,12.68,77.0,0.0,15.819153,82.70830000000001,4.1679561000000005,3811
8020,2011-12-05,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0.0,13,295,308,13.620000000000001,77.0,0.0,15.819153,82.70830000000001,4.1679561000000005,3811
8021,2011-12-05,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,205,13.620000000000001,82.0,7.0015,15.819153,82.70830000000001,4.1679561000000005,3811
8022,2011-12-05,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,10,166,176,12.68,88.0,6.0032,15.819153,82.70830000000001,4.1679561000000005,3811
8023,2011-12-05,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12,94,106,12.68,88.0,8.9981,15.819153,82.70830000000001,4.1679561000000005,3811
8024,2011-12-05,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8,54,62,13.620000000000001,88.0,8.9981,15.819153,82.70830000000001,4.1679561000000005,3811
